user_id,item_id,rating
D04181,1B84AC,8
1868DF,471A44,6
287135,40CA87,8
607D80,F12F51,12
3D735D,619FA2,10
2A24C8,89C7ED,3
C2197D,FCCA0D,15
5661F2,5725DB,2
009A88,E36CD5,6
560A97,0CFD3F,4
EE0B63,751ED6,14
261CA4,E07E04,5
287135,954956,10
FEEE5D,0C7514,7
7B9B17,A1235B,7
D756E9,16FE76,6
FC1378,8E4184,5
FC9F77,3277BB,6
429526,BF9CB3,6
DE8E94,4A8214,4
7A0AB7,F44CF0,6
9EF338,1010FA,15
72BAE1,F36BB1,6
8C05D8,8CC1BE,7
83A551,A70C4A,4
5661F2,5267D4,5
EA733F,AB35E7,6
D0FD1B,2D032E,7
1868DF,FE2BB4,6
FB91A2,1C9EE5,5
29967D,CD039E,6
4B6294,EFE83C,3
2E4EC0,A81871,10
BAE8DE,2F4BD5,7
77E36D,E7DF0F,6
A0B6A2,4C7351,12
D2FB74,C4ED6A,4
527572,5DC14E,3
C02AAD,91CDE6,3
C2197D,EAB8BB,15
4E5440,F8D8D3,3
8F115E,111CE2,8
5F0317,2A2950,3
607D80,962DB3,6
811367,7BE6AD,2
CDBBAA,BA1E11,5
ABCB13,1010FA,2
9EF338,46AA73,15
7A73F0,E331B5,15
52D9FF,97310E,10
5F0317,428489,9
9EF338,0C7514,15
9AA043,FF53F4,5
570927,ED2DB2,6
4F01F4,DFFF80,4
C2197D,C4A229,15
3B07F7,F33BF8,3
BAE8DE,DCFA50,4
C418A2,84C342,10
C418A2,9FCAD1,7
3D735D,60D967,12
5F0317,A4DA22,8
9400F7,F12F51,10
A1D74A,78FEAC,7
737508,43C9DB,3
EE0B63,F89A64,10
8071D1,80D4E5,7
5CEB72,33A360,4
B2E611,26B6C9,4
D13FE9,63E88A,3
8AC1DB,1C07D1,2
C02AAD,D70A42,5
08B8C1,BCE539,2
261CA4,15C0B2,4
4304B9,090272,6
65883A,12FB46,7
CDBBAA,B650FD,5
0C1A1E,D6985F,5
C6C7B6,B7D5DA,4
3B4EF2,9BFA09,6
96ACAE,70D6E0,8
8071D1,B962F6,8
E76204,169E81,8
BEC709,D85B6C,6
320DCE,2EA2C4,5
77E36D,1D2C99,4
7F0E02,67609D,7
79C62F,560305,10
015476,090272,15
D2E5E8,912AAB,11
486EF4,E967C7,4
402384,D77FDF,6
72085C,80A834,3
93FA6D,B65EA0,5
2E4EC0,5A37F9,5
11ACCD,1AEDB6,4
3B4EF2,487A43,3
BEC709,1F83C5,5
93FA6D,BD7D13,5
05AF09,F0A870,1
3C9DB0,5E6E5D,5
2E26D5,813D79,11
AD6982,28FE21,4
8B448E,90DD9E,7
EF01AF,BA0A19,5
4A9680,C60ED4,4
429526,7A59C4,2
57476C,DBEB1F,5
2A24C8,911E81,3
64C253,3572F9,15
F5BD0D,73F69B,9
015476,7B6370,15
318C21,7AF252,4
DCA602,A8637F,8
F6FA45,10DD0F,8
22E0E5,EA5FBC,7
3DF472,98CCA9,3
7F0E02,2FB424,4
6B797B,F661FF,6
BDAA93,F5BA9F,3
5785FB,6D7A0C,5
0C3132,D8BDC9,7
E4E7CB,3E4344,8
9EF338,A7D3D6,15
38A44E,B62E9F,6
1DD827,C29496,11
EC1A55,1AEDB6,7
BBDB0B,B962F6,7
8A49C9,2E80E5,3
FE4473,A70C4A,5
046D0F,FBA77D,4
3DD720,6188C4,9
E4E7CB,C5637D,9
53F0F9,8FD2C7,4
3E8C19,150FE7,8
9F623F,01F8E6,3
900328,957DAE,10
0DC69A,B4EAB1,4
320DCE,309B0E,4
5785FB,8AA5E4,6
560A97,8F68F3,10
7FE9D4,F9A7E2,4
DE8E94,11881C,6
D756E9,678A79,5
A1D74A,1C936A,4
169321,63E88A,4
1F6DAD,B2A9F9,5
CC40F7,EA88CA,1
C427E0,11881C,6
8F115E,584701,5
D145BC,F618B0,6
FC1378,07BBD7,6
7A73F0,53A68D,15
B212F6,25964B,6
0CBECA,26C3DD,8
A4C136,8FBFEF,5
C4C98F,A0AC5F,4
B212F6,567433,9
3ACE0C,49126F,9
E5B850,28FE21,3
FED44E,E36CD5,4
39FAF6,751ED6,10
D13FE9,03B48D,5
1E797C,C2D767,3
BAE8DE,760CC8,4
DD49B1,856276,3
11B9CF,4C6126,3
1C75F8,C0043D,6
046D0F,FF9E65,6
5943FA,F225EF,3
DF4E93,E36CD5,6
905B39,89C7ED,3
9C3A0D,1FA901,6
DCA602,4662D7,4
AFAC69,D1ED57,7
A0B6A2,553CA9,8
8F79A9,54AD77,6
3E8C19,8C2CBD,6
F72575,F618B0,5
1DD827,FAEDD2,8
D9CB76,D82BF7,8
3DD720,C009A8,11
08A26D,9542A1,3
D11452,DF98BE,1
099913,2F03C3,5
F7F493,C4A229,2
23AB9A,EDD18A,6
C5AF05,8BABE9,4
C3BE12,2CE554,4
8FBC11,5BF6EE,4
C418A2,E8D861,7
410CF5,7E84F1,11
77E36D,53A68D,8
BF8F17,D360B4,15
169321,97F85E,4
E5B850,2610E1,2
261CA4,109E21,4
679B46,A38A4A,6
F72812,B1481C,1
429E3D,B06165,4
C418A2,DBEB1F,7
7B9B17,88036B,7
11B9CF,8C250F,7
11D194,16FE76,5
2BBFE9,5CF748,14
F52D4A,346704,3
6404D9,C29496,7
EA733F,8F822F,11
C188BB,5E6E5D,5
8F6DEC,987116,6
57476C,A88DB6,6
6404D9,751ED6,9
B293EF,9BD8B5,3
A0B6A2,764F8C,2
2EB7B3,99F7B0,9
F20F5F,EE82F3,10
607D80,B7D5DA,6
C8C99B,E5895C,5
0B7B57,975774,5
F7D8F7,2CBC86,5
C6C7B6,567433,3
50059D,2CB521,1
29967D,14E4FD,4
07E18B,6ACA1D,6
046D0F,EAE965,9
C418A2,7BE6AD,4
800596,938643,5
148B86,E1E64D,7
DCA602,169E81,10
51BA68,B86419,12
11F9E7,A5C473,5
BF8F17,F89A64,15
261CA4,2D7D2D,5
DE344C,D82BF7,14
3DF472,1ED4D4,8
0CBECA,B962F6,4
260FC5,8C2CBD,7
DF4E93,0C7514,8
513097,328EAF,6
B2E611,9B432E,3
EBD5E2,E8CD51,1
11F9E7,726E0F,1
9EF338,4AF18A,15
BD17B6,5267D4,8
169321,F3CA01,7
DE8E94,26C3DD,9
600714,ACEF30,9
E04BE8,1350E4,6
96ACAE,813F39,7
32E092,751ED6,11
52D9FF,986704,6
055A9E,A9AFB8,10
6B9D4C,8A1E1F,6
5F0317,3D1CFF,6
61C34E,4E4499,7
6404D9,428304,4
4304B9,3D1CFF,3
D2E5E8,85FD76,7
99DDA4,10CEF3,2
C6C7B6,12E5DB,3
1F6DAD,F3CA01,7
304E15,911E81,5
9F4ABF,962E80,11
564444,975774,5
6B8777,4C6126,3
099913,90DD9E,5
EC1A55,906D99,9
96ACAE,44453F,9
595449,1A8CEA,12
5E4FAA,AC20A7,8
B375DB,7CD95F,6
318C21,54AD77,5
C2197D,962E80,15
015476,B18599,15
79C62F,046678,6
DCA602,0CFD3F,4
0DFEF3,940A7E,4
11F9E7,C9EACE,2
CDBBAA,91B1C9,6
429526,DCFA50,3
D68807,1FA901,6
457095,03B48D,5
11D194,D40F6D,6
304E15,CDD11F,3
737508,CCAA39,3
3A2BDE,45E403,4
260FC5,0C7514,10
4A9680,911673,7
169321,6188C4,9
595449,FEC90B,9
51BA68,B77E72,6
C2197D,912AAB,15
A845B3,3DCD1B,6
429E3D,2E80E5,2
D756E9,F8A5E2,8
4B6294,F12F51,6
E77246,D995FD,6
5785FB,A6613B,4
AD6982,9A459F,2
4B6294,111CE2,4
566344,750F04,4
99DDA4,560305,4
22E0E5,AFA01C,9
FB91A2,373217,9
4A9680,8BABE9,5
B212F6,553CA9,11
4DCFAB,EE4ED8,5
29967D,9E1DB4,7
F72812,A7E29A,5
FC9F77,1C07D1,3
83A551,CD039E,6
D756E9,723094,4
763367,AFA01C,5
50DABB,536C37,4
C188BB,7E5E9C,4
81FC17,E1180A,3
B2E611,B87871,4
6B797B,9542A1,10
73EF9C,5DC14E,6
099913,6ACA1D,5
4376A9,A5C473,6
1868DF,3D53E2,8
BA290A,01E655,4
E96D35,308DE6,9
0CBECA,42BBCE,2
4A9680,B03680,10
5E4FAA,BA8035,8
2E26D5,EE4ED8,9
BBDB0B,150FE7,6
83A551,8A6067,5
606132,634D5E,7
0DFEF3,43688C,5
F3469B,975774,6
606132,9AB3C4,9
6465B3,E1180A,1
FB91A2,1F5322,4
AD6982,320F68,7
D793AB,C7E6DB,11
83A551,DBEB1F,7
0B7B57,191BDC,7
E4E7CB,518799,8
1AE114,080392,4
7F0E02,8FD2C7,6
D2A702,43A53F,4
11F9E7,7C2CE7,3
07D1C3,7050A3,9
FED44E,F0F51A,3
600714,AB35E7,7
261CA4,BA0A19,7
567FED,F0F51A,5
DCA602,634D5E,8
60A692,6D786E,12
4424DA,7E5E9C,6
4424DA,B02D4E,9
FFBBF4,74A732,5
718989,745288,4
148B86,932597,5
24BACD,D9D6E0,5
537FCD,1FF093,9
06DE3D,8B0A59,2
5DB727,8992AE,5
64C253,57C9DE,15
2A24C8,12D9F2,2
89B0E2,D48A8C,3
6B797B,6D7A0C,6
7A3381,957DAE,8
A7475C,F82F64,7
4DCFAB,3572F9,5
7FE9D4,B962F6,3
50DABB,D82BF7,3
A0B6A2,183864,6
93FA6D,0478A8,2
D4289B,42BBCE,4
4F01F4,5BF6EE,7
6B797B,3D14BF,6
600714,44A947,9
7A73F0,320F68,15
2885A0,65862D,10
8A49C9,BB4F07,1
718989,DFA2D2,2
3B07F7,6F5B31,11
DD6B4C,3874EC,7
DE8E94,1387AC,5
32E092,757367,9
DD6B4C,4C9FA0,6
32F1FB,AFA01C,5
72085C,76D4F7,7
6A9142,560305,7
3DD720,DC2240,8
64C253,8C2CBD,15
EC1A55,813D79,10
68F0A1,FBA77D,12
A154A5,912AAB,5
A0B6A2,9C9EE4,10
679B46,85FD76,3
742BD4,C1BE85,2
F72812,F0967F,7
E1F9E4,3FD35B,7
CB26F1,46AA73,5
CE7A36,813D79,5
7FE9D4,5BF753,2
B6594C,62ABFC,4
718989,53A557,3
6D33BC,F8D8D3,3
C418A2,9547BD,6
2EB7B3,CEFC8F,12
287135,9C8689,7
EBB774,EAE965,5
429526,12DFDB,5
11F9E7,C702EF,5
3A2A87,553CA9,12
F72575,C0FC93,5
968571,E1E64D,5
2E4EC0,920FC5,8
33370F,34B9D6,1
3C9DB0,1D2EF8,5
AD6982,B18999,5
CC0182,F82F64,6
0B7B57,029F2E,7
718989,C0FC93,4
0CBECA,8A6067,3
622EA1,65862D,5
6404D9,52B3D7,5
F5DA7E,F3EE2F,4
5DB727,BD7D13,5
11F9E7,FE3E6D,4
32F1FB,0E77BD,7
8F79A9,7DBBE3,7
24DF0E,093298,6
EB9C47,428489,15
148CB6,5F65E2,5
5DD0C2,4662D7,3
64C253,093298,15
811367,EE13D2,3
2E4EC0,C2D767,8
3B07F7,67609D,7
679B46,726E0F,1
0D269D,346704,14
C25793,C0219D,3
D953C8,150FE7,6
E70A15,F2C56F,1
37AE1F,3FC8E6,5
FB91A2,40CA87,7
A154A5,751ED6,5
318C21,B6647B,6
DF7F67,E163CF,2
3A2BDE,53A68D,7
968571,19638C,3
C2197D,8FBFEF,15
318C21,C34B5F,5
93FA6D,AA3DF1,2
F20F5F,FE2BB4,7
D953C8,031F00,5
221AB6,49126F,4
0DFEF3,751ED6,7
37AE1F,93B73E,3
2E4EC0,ED2DB2,5
C02AAD,F9AD14,5
47C969,F8B8F6,3
BC9420,C4ED6A,4
D4289B,B2D538,5
6D33BC,766DAA,3
0CBECA,ADD17E,4
099913,E2598B,4
B2E611,4A4552,2
F8B59C,494998,3
566344,1FF093,11
C4E990,5DC14E,6
6A9142,16EB43,9
2EB7B3,1A8CEA,12
C4C98F,63E88A,5
13915B,D70A42,5
6B9D4C,DD81C3,10
1868DF,60AE38,7
C2197D,560305,15
65883A,DD81C3,5
3C9DB0,0E5897,3
E1F9E4,EA88CA,4
8071D1,16FE76,7
516868,5DC14E,15
32F1FB,046678,4
2EB7B3,DE4273,7
9AA043,43688C,8
3ACE0C,483DD1,4
F72812,98C04F,9
E3B32A,440A56,4
6D33BC,E5895C,3
046D0F,98C04F,6
C188BB,2CB521,3
F5BD0D,0598B4,7
EBE580,029F2E,6
7D0127,9E0362,9
99DDA4,B97233,5
72BAE1,97ECFB,8
C4E990,6C6785,11
C418A2,8A1E1F,5
6404D9,917695,2
FED44E,975774,4
D2A702,2CB521,2
4DCFAB,8264EC,8
402384,B6647B,9
87644A,5CF748,8
9EF338,D478C4,15
5E4FAA,169E81,9
5E4FAA,9B3DFA,6
718989,DBEB1F,3
EC36E4,938643,4
77E36D,1010FA,3
F72812,AF8474,5
260FC5,6E30F8,9
2B0C87,6AD944,6
64C253,483DD1,15
564444,9B5408,8
32F1FB,736BAD,5
73B752,003161,11
9505F5,1FA651,9
B2E611,31F8EF,3
22E0E5,54AD77,7
F8B59C,1D2EF8,4
E2CDAF,40AC45,7
4980D7,B87871,8
402384,C66111,5
99DDA4,7DBBE3,4
11F9E7,EE4ED8,4
51BA68,553CA9,11
4B6294,0E5897,6
8C85BE,B06165,5
2EB7B3,8A1E1F,7
E5B850,4F46C1,5
9C3A0D,A6613B,5
516868,AB4AE0,15
11ACCD,117C95,2
0D3F4F,2E5F1A,1
53F0F9,440A56,4
B2E611,681D05,4
EB9C47,6B55A9,15
BC9420,F8D8D3,3
BEC709,8B0A59,5
7B9B17,D995FD,7
C25793,084789,6
A8D6B8,D9D6E0,7
94B855,2070DF,7
0CE2D1,C29496,4
CDBBAA,938643,5
622EA1,B729B8,6
537FCD,ABD62D,2
BF8F17,8BABE9,15
055A9E,B7C463,8
D9E5E0,45E403,4
564444,48A3FB,9
607D80,920FC5,7
CBCFEC,AFA01C,5
50059D,6AD944,3
0C1A1E,CA2833,6
3C9DB0,1FF093,5
148CB6,60C2A0,2
B824F9,CEFC8F,9
C6A1FA,7B66F6,2
6D33BC,E3BB96,3
FA9498,C29496,12
93FA6D,906D99,6
7FE9D4,B23E70,3
96ACAE,BB4F07,4
5E4FAA,60D967,11
D11452,13C86D,0
FED44E,B86419,3
18FB65,A7263D,4
8A49C9,E21DE4,3
EC36E4,4662D7,4
B8FD19,0540EB,4
AD6982,AA3DF1,6
BEC709,5725DB,2
C6A1FA,595796,11
77E36D,4A4552,3
FC9F77,D0D6B9,7
CB26F1,0C7514,4
B212F6,A88DB6,10
EA733F,4E4499,8
C25793,1E6BF9,4
2885A0,F2C56F,1
05AF09,3572F9,6
5661F2,4A4CEA,4
DEFD83,920FC5,4
0B7B57,E8D861,7
486EF4,8FDF8F,3
64C253,AC8FAC,15
0596E4,A98D40,5
08B44A,3A9298,5
0596E4,B650FD,5
9285D5,B87871,2
EE0B63,90DD9E,7
564444,3572F9,8
38A44E,98C04F,6
560A97,3572F9,7
D9CB76,031F00,5
015476,962DB3,15
11B9CF,6050DF,4
CB26F1,511E37,4
BC9420,7F4BC7,6
841494,BA1E11,5
6B9D4C,B527B0,6
261CA4,BE9FBA,8
B2E611,32F980,3
F20F5F,A017A8,5
D953C8,59624A,5
38A44E,B33A6A,11
4304B9,93B73E,5
38A44E,B02D4E,9
5785FB,0E5897,5
774306,F0F51A,6
169321,E1E64D,6
C188BB,F8B8F6,6
A845B3,0BDE24,7
74831C,D0D0F6,9
5F0317,D6985F,5
841494,4BC7F1,6
C427E0,2CE554,5
AD6982,1B0C9B,3
F72575,A0AC5F,4
903AD3,031F00,5
1868DF,AF80AB,4
D2E5E8,84C342,9
8AFCC9,F0BB87,5
F6FA45,EE82F3,9
BD17B6,9B432E,6
304E15,52B3D7,5
742BD4,9599D3,3
EC1A55,9B3DFA,5
6B797B,1EA0B3,10
0B7B57,A88DB6,5
BFB1C3,378132,2
3C9DB0,A1235B,3
A4C136,5267D4,4
FFFD8D,B2D538,5
C6C7B6,C5637D,4
DF7F67,F8D8B5,6
560A97,4ACD05,7
4304B9,43AC7C,4
375A33,C34B5F,3
DE34CE,52AF4F,6
C2197D,5E90F8,15
40904C,4A4552,8
72BAE1,2F5CE5,13
3DF472,70D6E0,3
DE8E94,CA571A,4
F5DA7E,BEFC66,3
61C34E,93F0A2,6
07D1C3,3FD35B,11
C427E0,4E4499,7
5F0317,87584A,6
261CA4,C0F283,5
9C3A0D,CCF4A9,5
7D0127,4CB0BE,4
B322DC,2BEBEE,14
917849,9F4C0A,6
9AE86F,1B84AC,4
0D3F4F,378132,1
89B0E2,938643,2
EE0B63,536C37,6
D953C8,AC8FAC,3
AD2F4E,98C04F,4
3DF472,6C3D95,1
3E8C19,E3BB96,4
98CD55,CCAA39,6
9C3A0D,5DC14E,5
D145BC,CA2F97,4
F8B59C,B18599,3
0DFEF3,248973,2
4439CF,B527B0,4
8FBC11,1FF093,5
EB9C47,C0F283,15
C9D51D,1F1ECD,8
C8C99B,8FDF8F,5
4424DA,EA4BBE,7
D2A702,954956,7
51BA68,988950,6
566344,F82F64,7
800596,A017A8,6
486EF4,D0D6B9,7
A7475C,6D8D1F,9
F7D8F7,C21166,4
169321,B62E9F,6
EC1A55,4A8214,3
D11452,EAE965,6
7A73F0,05CD12,15
FFFD8D,A5C473,6
93042A,169E81,13
718989,078C9A,4
A154A5,FEAECC,3
516868,65862D,15
D6FAD1,51BD1F,7
6B0935,BD466A,7
F72812,31F1CF,7
F8B59C,CD039E,5
516868,B8EED0,15
93FA6D,6C6785,5
7A0AB7,813D79,7
4A9680,52B3D7,6
93042A,5DC14E,8
7A73F0,A4DA22,15
2885A0,C449C5,7
527572,D75A98,4
8FBC11,428304,3
EB9C47,A4DA22,15
AD6982,68B35B,6
DCA602,F8D8B5,10
96ACAE,9A459F,4
600714,F618B0,9
3A2BDE,9BD8B5,3
96ACAE,B18599,4
89B0E2,308DE6,3
D145BC,167F89,4
A7475C,906D99,8
570927,63E88A,5
1CBFFD,42D4C0,0
725FE2,D3B395,13
A0B6A2,0E5897,9
261CA4,E13A42,7
FD8FE2,EE4ED8,4
C25793,871CB6,4
D11452,45924F,7
43813D,B7C463,9
410CF5,595796,14
5F0317,52B046,6
DD49B1,44453F,7
33370F,111CE2,7
148CB6,B0E3EC,2
DE8E94,9AB3C4,7
C4C98F,E3BB96,5
4304B9,93F0A2,6
457095,3D53E2,6
05AF09,2F5CE5,9
8A49C9,191BDC,5
65883A,2E5F1A,5
3B07F7,080D07,1
C188BB,A6613B,5
4424DA,A638B6,5
D793AB,B2A9F9,8
E4E7CB,4C9FA0,5
55AFC6,4BC7F1,5
7B12D5,66BDDF,7
261CA4,D77FDF,6
CDBBAA,0074F5,7
900328,943285,6
5CEB72,B962F6,5
1F6DAD,FD2161,5
8F79A9,A29A63,5
61C34E,0598B4,7
7B12D5,845E89,8
37AE1F,43D620,8
E84DF7,763D57,0
89B0E2,EA8D15,2
E1F9E4,63E88A,3
F8B59C,084789,4
FE4473,B0E3EC,3
0CE2D1,78FEAC,6
CDBBAA,E2598B,3
B9930E,4CB0BE,12
905B39,BA2731,6
5785FB,8E4184,4
63D50A,320F68,7
33370F,B729B8,7
BEC709,766DAA,5
169321,80D4E5,4
E70A15,4AF18A,8
22E0E5,A6349D,9
9F4ABF,B65EA0,7
BA290A,B270FB,1
C4E990,48A3FB,5
5943FA,471A44,2
D2FB74,9AECE9,4
BAE8DE,93B73E,4
68F0A1,9AB3C4,7
E2CDAF,A0AC5F,5
9AA043,AA8D50,2
3DD720,25F372,6
717843,45E403,11
8AFCC9,2CE554,5
FC1378,D3B395,9
537FCD,16EB43,8
D13FE9,248973,2
6E516D,F1E52C,14
99DDA4,FEC90B,7
D2A702,3FC8E6,6
89B0E2,090E72,3
38A44E,424804,4
8F79A9,1D3750,7
718989,623492,5
841494,C0FC93,5
A7475C,3D14BF,7
169321,12DFDB,7
C9D51D,C15F5D,8
318C21,4662D7,4
7BE3F3,471A44,5
D9E5E0,8AF8A6,4
E96D35,697948,5
8AC1DB,B77E72,6
F7D8F7,4A4CEA,4
47C969,F89A64,7
9DB3A2,85FD76,6
BDAA93,8ED84D,6
EA733F,9AB3C4,5
C25793,686271,4
DE6268,A6613B,4
D953C8,954956,7
570927,AA1692,7
718989,F12F51,5
7A3381,328EAF,10
1868DF,60D967,7
015476,C0F283,15
8FBC11,DCCB85,4
1E797C,845E89,4
7FE9D4,FAB996,4
64C253,F0BB87,15
08B44A,31F8EF,7
9AE86F,760CC8,3
EB9C47,A1DF9D,15
08B8C1,B77E72,1
C6A1FA,6274DD,5
607D80,D8BDC9,6
DF7F67,336060,5
A6F9C0,3C1DA2,8
032C2C,41B47C,4
D11452,800613,6
FED44E,F99170,5
EBD5E2,2FCBFC,3
C3A113,C0219D,2
FA8E8F,0BDE24,8
D7F746,473408,4
F8EB3C,AF8474,7
1DD827,046678,5
2E4EC0,859C0A,4
8A49C9,B81853,4
7F0E02,E689FE,7
566344,48A3FB,11
4A9680,1A8CEA,9
148B86,D3B395,11
87644A,751ED6,10
9EF338,766DAA,15
554AD0,954956,2
E77246,6D786E,5
9EF338,ADD17E,15
0DFEF3,B729B8,4
811367,336060,4
93DC9D,26C3DD,8
37AE1F,487A43,5
D145BC,45E403,8
410CF5,004A0F,10
5661F2,AFA01C,4
0596E4,52B3D7,9
FD8FE2,F8D8B5,6
C3BE12,97ECFB,4
679B46,D82BF7,5
63D50A,43C9DB,11
39A894,1B52B5,7
7BE3F3,524719,8
724193,8280A0,1
C3A113,7E5E9C,5
AFAC69,560305,6
8C05D8,EDD18A,5
0C1A1E,975774,5
7399A0,B10AF2,5
2B0C87,00A4BF,8
7FE9D4,78FEAC,3
40C657,FE4DAD,7
A7475C,FE2BB4,6
442F6E,2BEBEE,8
9EF338,5A37F9,15
CC0182,FBA77D,4
83A551,B77E72,6
FED44E,51BD1F,2
6D33BC,CCAA39,4
FB91A2,79B9DB,8
C188BB,697948,3
1F6DAD,D086B6,1
F52D4A,BAE627,2
C427E0,A2FC9A,6
52D9FF,26C3DD,11
5943FA,196890,2
3B07F7,D82BF7,8
61C34E,A7E29A,5
61C34E,28560C,8
D9A273,1B0C9B,3
8897D7,028EBE,3
FFFD8D,AC7DA2,4
BBDB0B,760CC8,7
A154A5,53A68D,4
C418A2,43D620,6
3B07F7,3ED5B4,11
C4E990,9BD8B5,4
D756E9,3A9298,7
CCA9D8,5C21AD,5
AD6982,8ED84D,4
537FCD,07BBD7,6
7B9B17,67A731,5
5DB727,85FFF5,5
2E4EC0,1B52B5,12
7A0AB7,560305,6
F3469B,80D4E5,6
57476C,4A4CEA,4
D793AB,1B52B5,6
2E4EC0,2D032E,10
D145BC,CEFC8F,6
CDC1ED,E455CA,3
E1F9E4,53A557,8
D11452,C60ED4,4
DE6268,7A59C4,4
07E18B,5FBCC1,8
65883A,1C9EE5,6
968571,004A0F,5
3E8C19,975774,5
607D80,9F167D,6
CE7A36,C0F283,3
287135,CEFC8F,10
570927,87AA0A,6
9C3A0D,3C2925,8
79C62F,E2EE62,1
905E3D,F9A7E2,7
5661F2,3874EC,7
