ItemId,V1,V2,V3
605BD3,5163,7.667258759034932,697
121326,7939,7.583683517612694,1241
B0C9FC,10744,7.595097257532761,1276
5003FE,4600,7.476708519700145,507
D6D706,8349,7.6107157769996645,228
B4C5DD,9433,7.598451308037817,260
9B2F52,2142,7.579007508542411,2634
AFCB77,2695,7.712615795219039,2699
A1C6EA,7276,7.5311281603806455,2207
F52E98,11120,7.651746611881893,1588
304E3E,11120,7.542617398986612,1588
E3DFA8,8914,7.661819854392011,1067
3D078E,1657,7.559750316261817,254
FCD015,261,7.576678162124972,2319
8A8B49,727,7.719933356571319,327
D57C1D,477,7.784596220052978,2239
0FD460,6422,7.770480125647389,1885
E20075,2865,7.468296986063758,2651
666518,12167,7.567737942392673,1885
3425C1,1938,7.664742609369252,2
04A418,12452,7.579523370979691,229
03E618,1131,7.748204730852102,2115
9E04B9,7197,7.474870916821698,254
6A852C,9298,7.5762782037794185,2560
D52BDA,4541,7.69775479995148,2769
8D4205,10585,7.7018650729568385,38
19864B,9535,7.499682231596874,1588
2BD2F0,678,7.644854704212798,1575
949285,7994,7.702051343978888,1535
1A5275,11190,7.524628393142785,130
885473,9515,7.488799385576642,198
F33FA3,8970,7.477548588244078,1339
1B200A,11569,7.534778307449787,2573
CC216F,11242,7.540560093220766,2144
5F26BA,2493,7.607342684113459,1256
D23020,3061,7.354459509218391,1774
ECF6C7,2416,7.520864537229503,2319
E89376,7759,7.58063360898851,267
86525C,5098,7.536453069634496,1656
04D4AF,5087,7.6543039541936,1833
CE4593,5087,7.621859192873856,1833
065EF9,5087,7.466786701171782,748
BC1608,6094,7.844600296782081,2319
A95C71,8507,7.567908142556755,2207
35D4B5,5772,7.684543591026364,2651
716045,5495,7.418964281800788,2651
4D1469,8874,7.468285608922495,240
132BE6,11481,7.667757481596683,240
630F9C,12754,7.59701753188659,773
F2F934,10775,7.400622910604793,3019
349E33,7002,7.5819330295356195,2560
C72BDE,6154,7.517008560500355,260
11B093,10649,7.6538939100904315,998
746B6A,7228,7.542328804401845,2972
E25C17,9557,7.583184015013303,998
6F8410,9044,7.754540808545238,1384
6FEC67,4988,7.43663387254949,2850
C97185,8811,7.615815623985228,2655
375E15,4401,7.6934676958673744,2207
9E88E7,9257,7.657689002369579,697
C566DE,2733,7.530721045714012,2651
BE48B5,11180,7.6544957397165,3019
D59D99,5400,7.48845157180047,3019
B12668,11180,7.686427442614212,3019
DC455A,11759,7.657007219785167,2560
C822FE,4912,7.688126819822337,261
5F4085,2473,7.649441834109846,2211
2C9042,6036,7.659324215466492,2808
33B2D3,612,7.725438149937157,240
BB2644,650,7.652156588361785,2207
3CB441,7212,7.606882665654117,254
15826E,9792,7.845036771953009,1229
497D04,7518,7.554913790299518,3020
A71358,1913,7.622884510008818,2007
A8043D,11639,7.624601951899707,2207
D13BCA,1117,7.554830747303962,1044
5D7156,1276,7.413365867863795,2770
023691,12285,7.615207420862823,327
C10928,2400,7.743623265630282,2319
016561,10967,7.551389181888988,852
EA4E54,1022,7.510810046116374,2560
7A3734,4120,7.479586550382152,2144
26A64C,10335,7.495475364415069,2144
AAC854,12342,7.538027238738829,1253
D928F4,8507,7.561375825580461,2207
07338F,10683,7.5622289291841405,3019
791D25,10213,7.713288666332092,2061
819250,4909,7.611773189860793,122
33592D,8835,7.750870841753375,3004
7A175A,10532,7.550551390267576,158
AAC396,9411,7.713855103341746,1465
BE0FD1,7720,7.62593457663385,978
8F0182,695,7.501231066110343,2007
635561,6965,7.656363598390493,261
D2BD11,11521,7.697483378217564,82
877F64,6406,7.584453355330263,779
78D9AD,2562,7.7710040255182795,227
779F6A,9250,7.60276211450148,2560
8B087D,9324,7.573236281918001,2820
24BB67,7327,7.6205173601422835,703
14512C,7224,7.588060880517005,1586
BAD954,11829,7.592304572639103,1685
F9EE00,1045,7.645781607400097,2120
733852,11430,7.521886766745214,2411
4E60D8,5504,7.540283523436862,2810
8EC661,10683,7.494697132347232,3019
6BFC79,1230,7.566073070287952,1261
47C6D1,2335,7.577616868087654,228
00C6BC,11734,7.5501245365948995,2115
38B6D9,2621,7.539858155941007,3019
5BB269,3176,7.513268441000575,2207
399EA4,8528,7.675479847769742,703
0FFD91,12747,7.656935132167196,1742
B36D36,9458,7.536573473875551,2560
643B4E,4720,7.6294530037776696,2174
F03958,5478,7.549172393102321,778
84F8E9,4000,7.721053290045266,69
DDAD0C,4000,7.580898565712575,69
BC1B31,4000,7.6205851611363995,2580
AE6247,7541,7.730231182319823,2290
39EE6F,4840,7.613101688706782,1913
DBE582,4545,7.649419162372274,2372
F7C086,10079,7.486080984187426,693
A619C9,10157,7.7347356389866,2632
B589A8,11263,-inf,2164
2ABD29,10278,7.659742858544923,739
ED0BB9,10293,7.604109645633154,740
4D0B66,10278,7.7080107404285805,749
E50F85,10278,7.7237131189710535,740
3AB056,10278,7.75037518485117,739
A9A8DF,10278,7.627749403270413,740
5831C2,10278,7.701702723632295,740
DF7324,10278,7.5795374760118905,740
CE3F5B,10278,7.575803197607055,740
9F74F7,10278,7.646122836776728,740
3A4297,9582,7.483935076023045,748
7559FA,4120,-inf,726
1EF594,3855,7.626472050366847,793
C6CC18,820,7.761648620218903,793
CC6B27,7069,7.539168020042296,792
9588C0,11781,7.427699534013075,1321
E6F4FC,10355,7.657985950094356,1521
BC0863,8850,7.610016319721135,2181
F9566C,6367,7.534632858796983,2435
214922,5817,7.549381405841371,2434
DF3F70,5817,7.55451718454155,2434
5D9686,5358,7.7064072032477835,2691
1C206E,6007,7.694854673553585,2878
A91614,11781,7.646149236720308,333
39BE9B,8988,7.537026124750788,1002
C5C9A1,895,7.574706716095339,2144
67EAA3,10757,7.613471244519651,2644
ED233E,5400,7.5843500236857375,1656
E87FED,5400,7.695684425362259,1656
507012,10487,7.424805870544932,254
4862DF,8765,7.580771560753378,254
B86537,10487,7.82454829720747,254
8C97E3,7738,7.568270278638584,254
5BFB31,871,7.703872719057719,79
446640,6723,7.631807667125205,2972
BA21C7,9632,7.508120878712476,227
3BA3BB,9632,7.553587907323519,227
682513,1720,7.6278837663741434,228
375A8E,6888,7.811336925551482,229
7EC5C6,6888,7.495216865899202,227
0705C4,1104,7.688818624411918,265
02B570,5163,7.667142026701232,772
1CEF3B,6181,7.768110686390194,773
7BD8A9,7963,7.643247995328378,772
38C5CF,6181,7.854615622212722,772
F0BE1D,83,7.480814488068315,695
162F5D,3725,7.648627523784362,327
B462AD,3487,7.6121748397191595,1440
D5D0C1,5400,7.6697568962053815,3028
222995,9314,7.603018511045603,3019
16682D,5168,7.544868771480667,254
C4B109,7226,7.543309235899251,254
A8DB3A,11639,7.614212646081772,2560
9AC6B3,11700,7.613189415432498,2560
D7BE85,12367,7.642084204882611,2205
5D7FD6,6550,7.560506302436844,1485
E8CAC4,8860,7.8711099213949005,261
C7355A,3945,7.530095422185629,2494
06F01D,9408,7.53123745892403,2494
CF4690,9628,7.628033514598077,2207
AD4B9D,2473,7.694259862915033,2207
5B7B96,3985,7.7066852897465035,2517
ADA5FB,2473,7.599620130636977,200
3DE276,8052,7.6210718657729295,1384
8F86BC,8200,7.664125798991489,2924
7F3BF7,719,7.711066358154084,1444
74029B,65,7.768911507289058,122
8C3CC2,5192,7.514796345273632,1294
8CFA72,4497,7.7582195071626225,2373
EC5B96,12933,7.622095300276479,1202
7FE8CE,11037,7.717799323715868,2974
C955AA,187,7.490923633545623,803
02D1EE,2444,7.41743885568787,254
DF4CB3,5192,7.771365254648842,1294
224A74,6245,7.765276991030875,705
C51B9B,612,7.5724699917016425,1656
1A65A7,12103,7.70814464949041,1253
7CBCAA,12103,7.6243126670451575,1236
CB05F8,12103,7.772092837003337,1241
10A6AE,3236,7.589016495309545,1246
59BCBA,5069,7.522445713368859,1246
796469,8547,7.553251461152444,2144
2AC5D3,12103,7.5964842908854004,1236
4A87F7,12103,7.456744636265381,1249
1CC88C,12103,7.63560908877757,1249
2CFDD1,12103,7.568602414344888,1256
036EE5,7787,7.703537352103176,1252
0FD7EA,5478,7.588455895880572,2120
47F273,7027,7.52217783989723,2651
AA266E,1149,7.734325806391605,2648
107E07,1966,7.524793491967565,2010
14279C,3392,7.69808400046503,693
74CB1C,4302,7.545718774922305,1214
9155E2,9439,7.566317516714144,1841
778C45,12047,7.529567281062062,1536
EE69DE,10177,7.480086191308854,1536
A56511,9535,7.6260175548045215,1536
64BBEE,9535,7.629499287147065,1536
A68EC7,9535,7.622469110573796,1536
920BC6,11781,7.620341304940072,2144
09816A,10278,7.477635878252302,3083
942840,3094,7.513628140372569,3043
F0AFEC,28,7.513400356738748,2332
870200,12027,7.494262486479215,2285
A2F045,11088,7.550973082903058,697
469CF7,5023,7.680650369040535,2007
B16EEA,7768,7.602962269329924,2562
BA799D,5478,7.5531021331847725,2562
FF41DB,4272,7.7459451436716265,2559
FEDFA0,1902,7.619374231647457,778
2E83B6,5017,7.708808983668513,261
AD7BF2,1018,-inf,955
169B9F,3575,7.598907211893218,2965
81964A,1902,7.550076401374033,79
130975,49,7.5496166039733,2972
49C7EF,6433,7.720671348368917,2570
84837D,6169,7.585293275290265,2816
CE5FF1,3673,7.733013778396542,896
8DC5BC,3673,7.679162600491095,896
023684,9271,7.60796961953411,787
9505C1,222,7.525813952130981,660
65EEFC,9271,7.686179652665315,660
6F3DC7,222,7.6732173397678896,660
D5A18F,9271,7.553229255195605,676
0FDA48,12388,7.52357253942914,91
AA515A,12323,7.592463201400777,971
ED8E06,1404,7.589367234114739,2974
51DD84,4844,7.643098177124712,697
B40713,6181,7.639348113386592,701
B23DE2,9837,7.425718120210318,2400
6C85A0,12167,7.584798071663048,1885
711C68,11293,7.483966400288546,2144
A08467,6751,7.542936476896803,254
788D2F,8480,7.512582461394224,2916
B3DE36,2626,7.613937132418543,2633
22A0E3,11959,7.57611415181608,2963
12C5B6,9800,7.734580613252186,1181
F60576,7869,7.520228128060107,2996
224E81,11650,7.594494396099946,3029
100BB6,5027,7.552379684526767,2504
981796,9552,7.613869470547701,1259
3D95DA,7846,7.7045255439407825,2656
EB8835,1441,7.610303520110781,1585
5E208D,6133,7.4835188421210646,2651
89468A,8447,7.534166736655432,254
2A1EE3,2415,7.554890199766623,692
DC7F29,9781,7.672419566495192,227
5A00DE,2664,7.523753419036353,918
45DE49,2589,7.5712103793207595,254
D01754,6269,7.432265545730797,260
AB1AA1,12132,7.415892761527398,2207
CEEB68,3984,7.571734566708734,2807
26167C,8513,7.557312732684307,2650
6753C5,8571,7.667677091804672,778
97BA30,5024,7.71499593442894,572
87BECE,10789,7.535326847986298,2964
020126,10599,7.695914872169996,696
073E98,10559,7.4940682335147795,2352
9B15FD,9628,7.581878382554918,2517
91473E,3176,7.501299354519532,254
5646BE,22,7.566217168418281,2144
F87146,11250,7.551358493098373,2400
245DC9,693,7.622465828773057,873
35C6C8,1066,7.574832980070993,2305
1DB815,4485,7.608120892400407,2205
2C7781,12285,7.514208432334926,327
4C56EE,515,7.576907510022818,2207
ACC662,9287,7.645762312078418,227
3870D1,9726,7.496276276700301,118
586C29,11639,7.689429889563727,748
3383B9,8154,7.520959750673903,3019
D29512,3276,7.634325981605464,776
F50900,9117,7.3583415677942146,1765
8E3E78,6193,7.572528341136487,157
F79D89,4419,-inf,1004
0BB333,4639,7.581000494853031,34
35442C,7231,7.6403934165150496,1469
A674F7,644,7.656363373116125,1241
7FC365,10573,7.617811118305765,2134
94F6AB,11779,7.678559170471062,2115
432414,1357,7.636747736406614,2041
CE6BA6,2473,7.554139537938845,2651
7594AD,2248,7.515406948515704,227
2DC831,6015,7.725876240379674,2144
6D542B,6181,7.702068266782705,773
CEAF0E,12156,7.612823778400348,122
52825F,6181,7.4674668316357256,773
DCAAB7,8801,7.597184518034693,327
ADE053,5521,7.572565517119484,254
E7FC64,2990,7.673555172776333,978
9FE81C,2990,7.5414211491901835,978
0796F3,9396,7.723037177845021,1485
A1AEF9,3176,7.598252937803315,2332
9CD753,5662,7.655785916258753,2494
112A0E,12671,7.723385432661609,2494
E71316,999,7.622943607997214,2207
5C7DB8,9505,7.734641536146916,2517
BF256E,886,7.546592592184684,2519
9CCE02,999,7.712254134572585,2209
F372D9,2128,7.613378443639748,2211
7DB46E,10370,7.63843377861838,2355
001E79,5959,7.593475605734354,436
FF19D7,12467,7.543367933022184,945
085FFE,12682,7.52909121343402,246
356FE1,8641,7.535335713969901,2995
80B258,7396,7.758684094714455,1904
80A6D1,1067,7.646816283839969,2267
CCABAC,1355,7.593930423841786,3139
4F5CAE,4041,7.559522899335794,948
A55EDD,9259,7.64735087807028,915
DD5EC0,12858,7.447800190159191,2282
ECE545,783,7.576485462693749,1202
65265F,10403,7.559376205797385,227
EE0B28,7062,7.562647985238838,2560
988C9F,8923,7.683278408835434,493
5CF3E5,11286,7.724620602917679,1665
1B7C0F,2612,7.51299764543771,1665
C0C2A7,10524,7.656281297005769,1665
011194,1154,7.552552803348977,1226
F6408B,9602,7.6126465393285105,69
26E705,12855,7.544185582880507,2041
CDC440,8691,7.564010365306834,2564
D4DAFB,2007,7.713873143384641,2564
119F84,7516,7.676504903931822,2562
72132D,8507,7.703265079079494,2207
F5E7A4,8379,7.538038990849045,2807
537C64,10335,7.4178899680773736,1236
6AD80C,3017,7.402403665981449,2144
335D04,11293,7.6915313517664385,1253
8BA18D,7580,7.390181826725851,2132
FA61F8,3899,7.633280136734299,2651
DBE463,360,7.593619451808848,1656
5AC5FB,11523,7.60637696942248,2332
998DF3,12168,7.555041802914395,701
79BDDB,3278,7.456466755162696,977
4A06BF,8133,7.711520804022358,978
DBC1C3,3141,7.73124076029694,2205
D93360,8133,7.709174496259034,260
57CD09,7983,7.44091570312838,2319
A9E243,3355,7.652959049112023,2974
75AF20,8481,7.479252183297674,2267
887732,6168,7.658579356263177,2924
AC4358,10878,7.5789409135995465,2909
B7724D,6338,7.491534108509916,1095
E2814A,5384,7.588121388915233,1948
35CC50,3561,7.509622547450994,2400
166416,1255,7.568912015783533,179
592533,3037,7.573083803807433,97
B495B0,7838,7.474420127253992,2196
663A05,3785,7.501601861259157,718
D97346,12169,7.679543546810047,1607
909B58,12491,7.758054760799528,846
741E7C,12578,7.59411494554031,846
6EAB24,3464,7.698553259682684,856
D0F337,9447,7.560473968686435,1569
ED68F8,9447,7.474497780802508,883
BE0C8A,789,7.664735567508919,849
526360,7917,7.504516024952609,878
91CA62,5603,7.627492493243553,163
A8BFF1,9128,7.532264660458114,572
71D88C,3884,7.5334176749284305,572
B241A9,5957,7.366753187496781,572
C8DF18,1688,7.3891237325776995,843
0E3576,8029,7.65617770324014,2462
640F77,3884,7.690496141321702,572
AD439A,8208,7.495961852352771,572
38B3DB,9765,7.728945882479366,1186
5FEA51,7462,7.737827507023339,1885
1E4F5C,11482,7.55046594868049,2820
61E197,10582,7.564476097650179,1261
887EEC,4852,7.603226023531579,833
51C396,8091,7.791633080838817,2282
290C6B,11588,7.6898134714915525,1202
BD17ED,11184,7.695971892158373,2648
788B5D,10079,7.550641283052066,254
80CEA4,10079,7.689162274591169,254
29D758,714,7.453967315552499,693
AF4E49,2668,7.4346330741379445,693
1D04F6,7328,7.57809437545308,728
03AE73,6181,7.538508257854978,266
A1A750,8169,7.5859943606244205,978
B2C094,9295,7.56292580324648,261
31744B,9806,7.565241736861669,1491
62A30C,10395,7.616925240312041,1390
3EFBD8,1795,7.6199213603091485,3099
312A02,3572,7.667246058275637,614
50F89A,1632,7.5379755707924145,2837
B6D06B,11153,7.439351445547565,2254
44EBE5,678,7.677455417806563,2193
D2C237,1902,7.652054648959022,2193
1EFC4F,3095,7.449027764416118,1897
7CDC6E,8571,7.35813486443978,1520
55F0DC,9142,7.571368515786237,260
B84C27,714,7.624000738369661,260
DAB2A2,10789,7.789702214771346,1254
3C1AD0,12450,7.540844012915621,2611
41813A,7798,7.671322870173653,261
D61663,360,7.7670064810937625,240
78F3B2,11959,7.613736028315397,2115
BEC88D,3578,7.548264881819259,240
8BE556,5164,7.581121617149954,254
22617C,11993,7.490334041305947,1535
CCB476,10508,7.634295284636817,2974
0AB68E,8133,7.822146612441853,1889
B955C6,6478,7.7374854845823595,327
DB7C4B,86,7.7699368932118755,697
C85C28,2964,7.562458114914336,2205
46D944,2429,7.569846739348481,260
F47693,12633,7.425493905640995,2207
C5F816,139,7.562036834049162,436
5B09EA,1002,7.575728680984132,2035
9159AC,2448,7.544643703989115,2972
A44E5F,5166,7.541610702849266,260
13AF08,9,7.560290835017026,778
4E1194,9458,7.5333764697851056,2207
1CC733,3636,7.461228375696362,2807
CAE9ED,4682,7.503315028188767,2354
B5B77D,6431,7.551529333672899,2582
C30A2E,5178,7.574462671497406,1401
1533B5,7739,7.478871662236346,2974
AA476E,12238,7.519621242815565,2864
15ACA6,53,7.380841036150244,254
1CFF67,6456,7.642335333083197,132
D7B71F,12048,7.634075924401937,3083
A6FEBD,3958,7.5984089000354444,3004
B215B6,11639,7.607051933830584,2207
B24E5B,6506,7.56747692853517,1384
6126FE,11453,7.528515085763301,3019
3D70F8,2118,7.588223291246446,2570
E3200B,8507,7.654388709048915,2570
FC9691,10706,7.582461165927603,1229
83EE83,12227,7.55214511300364,1253
CDA04D,5156,7.493697195901038,696
C5DFEF,3609,7.491848315282496,701
857D1B,3609,7.742436251293765,3020
5A492A,7876,7.549245912626456,1366
8ABEF0,6211,7.611801594520083,198
B8EBB4,3433,7.647275522448764,1713
9ADA81,12218,7.662271564069079,1256
F5C598,1018,7.614920039699339,2144
B00280,1018,7.559428388398894,2144
7D7145,12524,7.634722566561267,2144
1330CF,5017,7.8331780174054035,2144
87D8B9,12342,7.549993533274949,1253
D4613B,3515,7.7083476663250226,2041
6116AC,608,7.651977027367956,2175
BAB5E4,7342,7.739583724525196,227
EB8699,4319,7.442635387938302,3004
7892A8,7541,7.61345330213823,2290
E01687,9633,7.553154819010598,2293
36871D,8029,7.756789093125018,2560
7328F0,8409,7.568557535474165,2007
179254,4768,7.576307328539382,2560
3132A1,11241,7.699573655637967,778
1612AE,12769,7.585827239017513,778
36050F,776,7.631880508391839,2340
197E55,3355,7.529844818257985,2517
C182CC,4660,7.432003053191469,1390
3A6F55,8987,7.590717761496046,2970
AFDD67,11912,7.676195462133527,1859
00CE49,2364,7.548419754756582,823
62959C,8148,7.563795653775883,625
A00C91,10800,7.713153234068203,3063
67C184,182,7.589564309784534,778
4D3F0B,3659,7.58696841267693,2651
31CA6F,9494,-inf,951
822654,3465,7.64946078513387,890
40CA29,9758,7.468495781404248,2281
415C4F,8339,7.459800890915189,1275
F74D8E,11635,7.500421887265002,2478
286E48,7271,7.708538722774671,2651
AF3FB0,2765,7.63150715036048,254
BC8C74,307,7.5181917022209275,1361
12E75D,9816,7.522317169387748,2490
629213,2713,7.5184792853170155,3034
0417E0,1306,7.729439516322499,2326
493D06,136,7.72987385202326,2768
6866AA,5761,7.544411556819495,1647
756137,9633,7.542509123632296,1229
89E043,1822,7.590882764158145,1485
EA186C,3022,7.652407655673231,261
ABED4B,2221,7.567767511817095,2207
56B589,8507,7.664824264852292,2207
5B7CB8,6260,7.675661880802982,1954
80A91E,1652,7.499083044507296,327
8FD104,6377,7.602491266299931,1366
E38837,12933,7.74167966778822,1276
9E004B,3941,7.686134191595519,2332
B24AB3,5184,7.74176577337885,122
012308,12037,7.623811092468971,2560
F00C07,5793,7.442044184894793,201
5D1847,2551,7.585578122679699,696
5792C0,7463,7.569219696945962,3092
387ACB,11010,7.727214520287683,2144
0E0D32,11169,7.412364093792178,778
4DCE78,1403,7.480433050628909,2179
A0C00B,1361,7.625124398439334,2144
10AD61,9396,7.645819856566536,261
C6EC2B,6784,7.741145726103943,701
1CB80B,3658,7.442232988075899,2644
124B20,2794,7.627615521775349,327
4FBA36,3856,7.509145661201806,227
67B59B,5267,7.537617941519233,2115
7C8A21,9396,7.490654908064039,2564
93B07E,5132,7.598545967819134,254
D076D8,2437,7.587406789747409,260
5C1D85,1627,7.566973290463777,1152
4E2DF2,9396,7.6149259939907905,1485
D70E52,6727,7.571959816917767,254
A66109,8841,7.568464613202946,1485
2F22E9,415,7.594092808108257,855
0E0784,6181,7.623206033660839,773
C972D3,6181,7.4892348541803875,773
B21EE4,12729,7.566668009868083,2650
620600,8980,7.631072772468962,2494
4D6725,6181,7.516477221630224,773
4CD239,8887,7.55198984327194,2560
2E42FB,6285,7.452877959186804,327
3290F4,11981,7.468191114118458,260
02CA2D,11981,7.549898765745312,260
155DEC,8507,7.475661296139791,2207
88CD4C,12046,7.710173743648522,3049
3AFD45,585,7.624581212203673,3049
E5DC90,12046,7.617543951236815,3049
0616EE,1541,7.830474156308325,2504
E00DE8,1541,7.541370384513712,1713
1570D3,12779,7.620828077498648,261
1BF48D,10811,7.595060269846889,327
CC9343,650,7.463353913110921,2207
E3430F,3248,7.713402656264537,122
135BC9,7578,7.593932102377455,267
BE4E04,92,7.594909750142187,254
BCDEF1,721,7.531963566487199,254
40F398,6563,7.590983319795218,2207
6F1A0A,8264,7.492500735061185,254
3A7B14,12692,7.848522134044865,1256
4ECBA4,844,7.467265326018346,1241
7291A7,6648,7.655601773465724,1309
B2F6B7,9963,7.697881307638793,2332
7C1135,5190,7.506085925706159,1385
2E4C55,2551,7.577148516017065,696
C04356,1043,7.527192579724129,2778
97B72A,7640,7.441351958705451,3149
1DD9CD,11081,7.708421326894752,254
2E2730,6965,7.543924660865405,261
847253,8507,7.515752638224862,2570
137050,2227,7.554864079628506,2144
E12B03,11317,7.601187582128591,2494
500640,5847,7.481820824800693,2494
0C177A,6688,7.689805754023818,1102
234B28,9522,7.509952093941848,3143
40183F,1240,7.634510202640173,2494
E0913B,6693,7.589957281545283,147
7EA761,5526,7.549688392401639,2510
DD3AD9,3005,7.64785747753153,1101
32D528,8465,7.691249548456573,2494
3D1E26,2308,7.550825867125348,1101
E506D8,4540,7.577556237107726,2837
EC0C65,1362,7.610922372451193,627
9BA413,8708,7.638114880260352,2807
9EBEF0,8708,7.623512435593025,2807
72B529,3148,7.636852983571082,978
5B5959,9105,7.754883206669659,1416
16D911,8708,7.627782026042492,2807
E5B4AE,2105,-inf,254
01B206,1570,7.612966380527113,2972
86FF7B,6620,7.692752188475531,2650
8EFD9E,6620,7.6841692796787,2649
25102D,3847,7.493999491861986,3019
055218,7300,-inf,2496
76444F,3985,7.58301941140451,2517
DE2A60,7220,7.595299305757699,260
EA8FB7,1240,7.478086335516434,1254
0B1E92,4341,7.484045279517154,72
BD1EC1,6620,7.693992344526836,2649
73BCC7,9535,7.673443034417965,692
9DCF66,9535,7.759349875997695,692
E96AEF,9535,7.655212192290297,1536
6DAC27,7893,7.585755992561017,1229
C79D18,11346,7.513752867391028,978
EC95C1,11346,7.637433252652895,2560
052F19,3148,7.667633530946862,978
F10A3B,3705,7.437040669200246,2144
8C266F,11906,7.648109742270387,1444
802906,4134,7.571164494239512,918
9434CA,4134,7.629423213573715,227
122BF9,3832,7.764997875993559,435
518740,11808,7.519336277167032,261
04008D,2423,7.741769817183741,703
7107F9,8029,7.650516676741359,697
BDB519,6554,7.438880400038679,2207
436D81,10278,7.510647715073013,2633
3480CC,5539,7.554397485910463,1253
0E4A38,11944,7.574944308763242,2144
92F3ED,4954,7.600455971784114,528
A31A03,10487,7.482675136965527,79
B04097,3872,7.60912762791305,3149
C3B440,3872,7.577946974616863,3149
3503BE,1192,7.768060347097034,2963
5E70B0,1493,7.556636168643962,2633
474718,5400,7.648045154013048,3019
F07354,11225,7.6199743460528175,3019
D5B4CA,341,7.5881829248834425,327
D53B82,7654,7.5062733012596015,1253
16A367,11525,7.6060433434906605,2292
BD0715,4937,7.579504973855713,1889
16005B,2656,7.602884565870617,1256
580D68,10406,7.5416476945704325,2144
61C6F1,6946,7.577181140274393,1144
648117,5311,7.640538236907249,1647
43B09C,1328,7.4760883582739375,1276
129BB3,11219,7.84732263169033,265
99EF73,1961,7.451956596905217,3029
6FF66C,3493,7.721755796239956,1742
4D744F,11553,7.592627434630255,679
37E4F5,4769,7.674273559359309,1927
F075D8,2773,7.517956696746623,2400
AC7765,12676,7.591950050001651,1481
21C998,8404,7.630796310617032,327
773568,2922,7.638826755287254,1401
34A849,7139,7.5857515983891135,3019
415A31,5217,7.605253109169842,2134
4A8B41,8428,7.643839192858399,1044
946853,9299,7.652445905222307,778
6C8C6B,4350,7.7403709437696495,982
14AAF2,9776,7.521886117786648,1251
1ECBBD,3746,7.859331429471329,2517
91B711,8701,7.546376615946272,1871
58ADA9,371,7.549403981014069,229
FB1205,1305,7.521769262124137,3019
E7E39A,8686,7.654738305734364,2115
0DF5E1,10354,7.656672200771943,302
63435D,9094,7.720473974181901,2816
9F38F1,12050,7.564188586589101,254
D4B32A,11883,7.628155557462054,1228
32BA78,4526,7.623800235229854,2115
F3216E,3477,7.751193390292339,1656
5BC357,912,7.584311500382217,1709
60CFE4,612,7.568965856163247,1276
B1302A,12231,7.77360676619445,1251
6A450B,8373,7.550300738446649,2974
3BC203,1882,7.661924293458598,254
4C725A,11282,7.741873611589821,327
0096D2,1882,7.649763648553556,978
44A9A2,1882,7.698451478924433,978
A6C54B,12431,7.590184310693149,2132
D33623,12436,7.672236298873183,2132
B02928,5646,7.644882625155475,1554
A8A783,197,7.456106676722739,749
74F7CC,3724,7.557154926644631,1554
445E52,7514,7.558697124595035,2207
C52544,10359,-inf,1068
CB2BF3,292,7.5919610033377545,2207
5D28BC,1523,7.56545387551543,1660
F247B3,10278,7.769360370776908,1067
7979EC,10304,-inf,2249
028BD7,3625,7.64652605609167,1067
FB1EE8,5646,7.625122559524743,749
92CA84,9882,-inf,1661
D2CB91,2246,7.498170355886753,1446
0591EB,10585,7.577008111236813,1446
4C9001,11573,7.609186628646289,2181
EDF1EA,1998,7.7827806748671415,2430
