UserId,ItemId,rating
8410F2,6AC02E,4.0
BEF1E3,95CD61,3.0
E271AF,87C581,5.0
ADBF4B,2027C7,3.0
C74A58,20FBEB,5.0
91B406,FD799D,4.0
D21908,A74388,4.5
245D37,21A84F,3.5
7D2FB8,7B53EA,0.0
22F70D,71E3C7,1.5
8DE36C,6C4FAC,5.0
63E555,26A64C,3.5
FFB076,40DC39,4.0
F8D0C9,B5B547,3.5
8AADC2,023684,0.0
559191,CECD58,3.0
9734B2,9237F6,4.0
74852D,38D5EE,0.0
2754F4,D6D706,3.5
06D0EB,10BA25,4.0
559191,291D0C,0.0
078979,E0CD42,5.0
6C2B48,C1D919,2.5
CA89D1,35BFF6,0.0
EBC0E5,C194C3,3.5
712913,E06641,0.0
99C377,A886FE,0.0
569112,3243DB,3.5
826B9B,3C7752,0.0
98283D,906481,0.0
05C8A9,5B471E,2.5
2CD245,36180E,0.0
30C94C,5ACA85,3.0
6397E4,2A8F7C,3.5
CE0492,CCB476,0.0
A6407D,595BF8,5.0
6397E4,8BE556,0.0
DD1276,A2A87A,0.0
194AE2,BAE6CF,5.0
5E75CB,08AC38,4.5
775762,2531C1,0.0
0BD67D,EF8357,3.5
2C565F,708D6C,0.0
A248FF,6AF045,5.0
D6B75B,530A58,0.0
863622,84279B,3.5
2CD245,CF4EED,0.0
2754F4,8B392D,0.0
797210,3450E1,0.0
FB7B8C,B05FE6,0.0
AB2739,6A7833,3.5
EF4110,63C08C,3.5
1328A3,5AD6BA,0.0
A77DCA,D56338,0.0
DC1A19,08C05A,0.0
227EB0,8B69BC,2.5
2C565F,069056,2.5
A248FF,3BA3BB,5.0
E2EF59,79F892,3.5
E73006,524E53,0.0
40354B,648117,0.0
4B3014,6116AC,4.5
D3A9C9,F7EFC0,0.0
E749F7,02FE7E,3.5
6397E4,E77C83,0.0
C7ADA4,A4FC08,3.5
461645,31E768,2.5
638814,D2F6A3,0.0
57849A,B24975,0.0
081EF1,F763B2,0.0
24B27C,8771BB,0.0
C8AA5B,527D5A,0.0
D758E1,7A83D2,0.0
CE0492,BA9A48,0.0
33AAE0,4BA4E2,5.0
B122AC,D46B72,0.0
C798A2,B2122E,0.0
D758E1,BABFC1,5.0
5292F7,EE2995,0.0
E2D53A,1376B3,0.0
5DDBC1,595575,0.0
C5B9B8,6A123B,2.5
8AAF5D,22740F,3.5
827F34,7E888E,0.0
5E0768,F89C7B,0.0
712913,DE3A95,0.0
896025,E0152A,0.0
774048,8A7501,4.0
433067,564062,0.0
EDD1FE,308A9F,0.0
0B7AB8,A86EAE,3.0
EF4110,C90DEF,0.0
6397E4,B8CAB8,2.5
E2EF59,25EF7E,2.0
6397E4,541B6F,2.5
901A45,70AD1F,0.0
180686,2DB9DA,0.0
B43FF4,C3397F,4.0
ECB349,FF8738,0.0
30B2FF,62980A,2.5
236806,A45C19,4.5
47823B,9BE022,4.5
ECA1B0,A1D8FC,0.0
5383E5,71BE3B,0.0
EBC0E5,1A1E78,3.5
74852D,68CA72,4.0
46FA98,537C64,4.5
A04324,586A81,0.0
BDAC2D,6B4D87,0.0
4A03FD,7F1D5B,0.0
A8E029,AA075B,0.0
BF9BC4,BBBBEE,0.0
A77DCA,8C3CC2,3.5
1002B5,C9D7FB,4.5
296F00,F9FB8E,0.0
527187,96E814,0.0
3FE1A3,983801,0.0
74852D,67E0E5,0.0
8C0591,5742E1,2.5
DFDE22,96D80A,3.5
863622,6E6304,0.0
A77DCA,90479A,0.0
2CD245,CC00FD,0.0
D3A9C9,8456C0,2.0
E1931C,483B4B,0.0
DF049C,7B32C2,3.5
3BFF95,7DA826,0.0
1649EE,6F4EEA,5.0
D6B75B,7A74F4,0.0
6A476D,911174,3.5
8AADC2,870200,0.0
C3324A,7B334C,4.0
A08FB2,31BB92,0.0
50990E,F9EDFC,0.0
1328A3,EF1D6C,0.0
03AB1F,D9BBE2,5.0
2B4EE0,547224,0.0
03AB1F,741B50,5.0
A4D92C,4D3F0B,2.5
BDAC2D,A9C22A,0.0
6397E4,CC72F9,5.0
3ED1D2,7D0077,2.0
C5B9B8,7D5433,4.0
A523A2,45DE49,4.5
2CD245,27E6F8,3.0
DA7A77,D652CA,0.0
A3C7E4,886CCE,0.0
EAAEA4,CF9B76,3.5
C205F4,572B8E,3.0
73A28E,A1CB60,0.0
6397E4,719EDF,3.5
FE8EC0,2E415E,0.0
2754F4,8B5B5E,0.0
36B488,C9E3DA,0.0
DCC1A9,B4C751,0.0
C33054,F0C066,0.0
4288E0,6F8410,4.5
DC1A19,4B5E16,5.0
6AB6FE,489BE5,0.0
61C1C5,C822FE,4.5
7E8E47,E1A67B,2.5
A7E265,C6461B,4.0
6397E4,3B188E,2.5
143930,9E1C25,4.0
11E509,4124AB,5.0
1328A3,652802,0.0
5F3976,FD2C5F,0.0
296F00,791200,0.0
E47892,02CA2D,4.0
A23596,AB9F33,5.0
B5B48A,04C25B,3.0
DCC1A9,72511E,0.0
2CD245,BC2F02,0.0
162A38,78D859,4.0
DCC1A9,4022FA,0.0
712913,22BA10,0.0
8EB84D,0BAB07,1.5
EDD1FE,4A3E54,0.0
1649EE,4700D5,0.0
D758E1,F6B91E,0.0
6FA50C,A3BAB3,4.0
C5987B,03C88A,3.5
F61EDB,03AE73,4.5
D5322B,3C6204,3.5
06FA94,B54A6A,0.0
0FCB74,C91468,4.0
C8792C,C45327,0.0
D758E1,8D572F,0.0
1533AB,99B380,4.0
DCFB1C,6E2C86,4.0
30B2FF,6D5C9D,3.5
AA487F,0CF012,2.5
372382,E7D1C4,3.5
CE0492,DBE463,0.0
6CB062,BF6C88,4.0
B3B7F3,9176CB,0.0
C38E32,B3E7F7,0.0
89B3B6,3AFE1D,4.0
2CD35B,83F9A3,3.5
4A63F8,C0BCB8,0.0
D9A015,273EF8,0.0
2B1017,D413DB,3.0
1649EE,89D444,4.5
77C9F7,B94C55,0.0
D758E1,23A0EA,0.0
162A38,FD4EAA,5.0
D6B75B,7B454D,0.0
2CD245,9A7DD1,0.0
6397E4,BAB0FC,0.0
D758E1,EFF1BE,0.0
1649EE,5EE7F6,4.0
7D2940,0F52BD,0.0
2135B4,26A64C,5.0
0E8E71,AAF649,0.0
91B406,CCB476,0.0
8EBB7E,8F0182,0.0
663D98,2D613B,4.5
57849A,1CD1FE,0.0
EDE654,998B1E,4.0
47C8A4,E621C3,0.0
5E75CB,62420B,0.0
078979,FFF454,4.0
77C9F7,4D4275,0.0
77C9F7,0E68A2,4.0
10E2C7,6D5A6B,3.0
AEEA78,BC1608,3.0
82480C,2779E9,0.0
06FA94,3A9AB6,0.0
296F00,673501,0.0
05C8A9,235C67,0.0
43DB83,CFE823,0.0
DC1A19,066928,0.0
FA6A6F,A219BE,0.0
B9867E,7F4807,0.0
6397E4,B64383,0.0
2754F4,ACCFF2,5.0
1328A3,E4AD42,0.0
B9867E,81AF72,0.0
A00328,F8BEFF,0.0
6397E4,1E8D0A,5.0
F340BF,F0E901,4.5
228D22,88676F,0.0
166CD6,DBE463,0.0
9C4519,BA846E,5.0
63E555,1330CF,0.0
AA2742,E1BC0E,4.5
2CD245,2A02AD,4.5
0027C2,A07DD5,4.0
D758E1,4B70C2,0.0
334AF2,0ED6B3,0.0
06D0EB,FA6409,4.0
2CD245,08E6DC,0.0
BD7F3D,2DE555,0.0
DF6033,A6A706,0.0
6397E4,F01079,4.0
565DDE,3FBE3C,4.0
F32CE6,BD3757,3.0
6397E4,BD1110,0.0
36AF24,B32BCE,0.0
36B488,90BAF4,3.5
91B406,B1C0D4,0.0
FA73AC,073E0B,0.0
4A1C44,3FBE3C,0.0
4297CA,CD60B9,2.5
A41497,A52AA8,0.0
ECD696,7BB894,0.0
01C929,0305ED,0.0
05D29C,BC1D1F,0.0
39068B,D665F9,5.0
0DB52E,4C048E,4.0
EF4110,895D92,4.0
ECA41D,16C33F,3.5
0027C2,B39EC6,0.0
C5B9B8,7DA826,4.5
A6B95E,3345EB,4.0
B9867E,989FCF,0.0
0B7AB8,C66E38,0.0
FB76F1,AD6EBD,4.0
26AF7D,EA2759,0.0
FEE5D7,94F6AB,4.0
55E234,E3E9D2,3.5
2754F4,445D91,0.0
6397E4,6D4D34,0.0
03AB1F,F4EE28,5.0
1FA813,AEFA53,3.5
6397E4,A6BA20,4.5
17F94C,780022,0.0
2CD0C9,3B20DB,4.5
9F926B,F232A1,0.0
2A1779,3BEEE7,1.5
5BB567,1BFCB6,0.0
D866D5,ECE806,0.0
F1479D,D6130F,4.5
EC03CD,9E0159,4.0
5292F7,6C39B3,4.0
755DAB,54D4CC,4.0
07F774,064EDC,4.0
162A38,60C613,5.0
E65F5E,BBD0AF,0.0
EC9612,E84964,0.0
452484,C45DB5,0.0
74852D,59184C,0.0
DCC1A9,6D5C9D,0.0
03AB1F,BFF7F9,0.0
B9CE00,4580E1,0.0
6D2703,028BD7,5.0
863622,2F1AD4,0.0
6397E4,B3CEBE,4.0
6397E4,8B6C2F,4.5
4082A7,CFA822,4.0
61BD50,9E3FFE,3.0
2CD245,918AC8,4.0
61B39C,886655,0.0
3FCCE0,A9045E,0.0
D3A9C9,2D0D73,3.0
99059F,D57C1D,4.0
47C8A4,652802,0.0
12C67A,7A85DC,0.0
0B7AB8,0E86A0,2.5
B7FA8F,39898C,0.0
826B9B,3D7880,0.0
6397E4,973940,0.0
7FDD09,9B9036,0.0
0E0996,0B5D9C,0.0
DBB73B,BE4E6E,0.0
692911,41BF43,3.5
25D486,B3F5E7,2.5
3AD737,FBD2B1,3.5
6397E4,0AEE55,0.0
6D6883,49A3FA,2.5
8AADC2,E9E4F6,0.0
5B32CA,0AA0B7,4.0
52CF97,B564F6,0.0
6397E4,4A6E0E,3.5
896025,CACF5E,0.0
99059F,06CA11,5.0
6397E4,E550EC,3.0
4B9A7D,6116AC,0.0
DD1276,E30A2D,0.0
74852D,EC0003,0.0
1F647C,C0F674,4.5
ED781A,121ADE,3.5
B54AD5,6D0ADF,0.0
6397E4,155200,0.0
1649EE,41029D,0.0
AB5AFE,A5D59C,4.0
9DD3EB,A059BF,0.0
319086,39870C,0.0
98283D,24AC72,0.0
B9867E,446640,0.0
666131,3480EB,2.5
3FE1A3,6F9CB8,3.5
6397E4,017016,0.0
3EA2F1,3FF1AD,4.5
9223C2,203CBB,0.0
F86D63,A8573D,0.0
2C565F,913EFE,2.5
A08FB2,5D6F7C,0.0
63B027,F1EF01,3.5
6397E4,ADA5FB,4.0
40CB4A,73CA73,5.0
712913,A00A03,0.0
6397E4,5B87EF,0.0
DD9332,B99B30,0.0
B1C5D0,CE76B8,0.0
91B406,5E4D27,0.0
12C67A,89D480,1.5
74852D,E20BBA,0.0
33AAE0,16D38C,5.0
6397E4,10868C,3.0
CF883D,95BD30,4.5
433067,2E415E,0.0
57F890,609B97,3.5
1328A3,837C50,0.0
EDD1FE,6AC4B9,0.0
597A01,8895C6,5.0
797210,500CC4,0.0
EED18D,D2090F,0.0
47C8A4,23FF77,5.0
2CD245,2AEB39,0.0
319086,2E759B,4.5
C38E32,7BF7FE,0.0
74852D,4D799B,0.0
D6B75B,BB2A39,0.0
EEFF90,B18DC5,0.0
C68E62,493D80,0.0
6BB9C4,97FB21,4.5
6C2B48,A6514C,0.0
02EC9D,5994CE,4.5
6397E4,CE819E,0.0
9223C2,B216E5,0.0
CF64D0,AD474E,0.0
6397E4,0FC6CC,0.0
DD8361,733485,0.0
74852D,FCCE6F,0.0
364B38,A35EFE,3.0
D6B75B,3CF366,0.0
373231,4580E1,0.0
C60F9C,9616C2,5.0
D6B75B,480E6C,0.0
2754F4,ECAAAE,0.0
06D0EB,06B135,0.0
6397E4,316D43,4.0
5D6CE9,20704F,2.5
74852D,A18F20,4.5
28A80A,B0FAD6,0.0
C205F4,BAE6CF,0.0
7675A1,E3F525,3.0
5D9346,72BF09,3.5
81CA7D,404370,0.0
0C0EC8,5D2F16,4.5
6397E4,979156,0.5
5B62BC,36B7EC,4.0
F14F29,B6F1DB,4.0
F9CCC9,9C69B4,0.0
A7E265,537C64,4.0
74852D,1CD613,3.5
B7231A,1E76FE,4.0
827F34,24972A,0.0
A97397,5395F5,3.5
83F1B3,4DB23D,1.5
A97141,53B7D9,0.0
28D612,8418A1,3.5
49E834,729346,0.0
827F34,A16FB9,0.0
955E8D,2722E7,0.0
CE0492,824484,0.0
C8545F,992A3A,0.0
2CD245,F455D6,0.0
2754F4,7691BA,0.0
F70478,C447D2,0.0
162A38,3DE99E,0.0
6397E4,B782C5,4.5
181756,97DCAE,0.0
E5E7B7,C8A059,1.5
955E8D,8896FE,5.0
5A15F4,B77993,0.0
319086,835117,0.0
34B3D9,995625,0.0
B9867E,84B01E,0.0
296F00,E31D2A,0.0
166CD6,4D3F0B,0.0
6397E4,D076D8,0.0
6397E4,EF87B1,4.5
3F849B,F2FED4,0.0
CF64D0,60AE73,0.0
99C377,DA2244,0.0
166CD6,8AE443,3.5
FC4AC3,0545C0,2.0
2C565F,2D12AA,0.0
C09250,1E05FD,0.0
6397E4,F5E775,0.0
6397E4,1A30E9,2.5
E73006,8A48E9,0.0
864653,04CF3D,4.0
2A1779,7373FA,0.0
6416C0,6DF6C4,0.0
DFAB63,F95E50,0.0
6D731F,CD45B2,3.0
2C565F,A41CA4,2.5
EAAEA4,04F65D,5.0
08F164,D222BF,3.5
BDAC2D,B3E7F7,0.0
DD1276,9CAEC7,0.0
29AF27,5124E8,4.0
45D863,110D6F,0.0
6397E4,C80AAA,0.0
2754F4,9A5CDB,0.0
832385,C3BD91,0.0
DD1276,876F23,3.5
9DF352,4580E1,4.0
91B406,B80D9A,0.0
2CD245,5F5ABE,0.0
B52789,A2A7EB,3.0
F50AE8,3A93B1,0.0
832385,610802,0.0
B4C9D8,B0870D,0.0
B9867E,880C9B,0.0
2859CF,4A3E54,0.0
3FE1A3,A59BBE,2.5
91B406,F9D733,0.0
B52A09,FB1205,4.0
77C9F7,FB2380,4.5
43DB83,105930,5.0
74852D,25102D,0.0
12C67A,666B67,0.0
CDB707,4F2080,3.5
863622,C29DDF,0.0
F61EDB,6CC1E0,0.0
B0441A,6578D1,0.0
064822,8BAFB9,0.0
E094A3,290B85,0.0
D758E1,7BA8FB,0.0
43DB83,FF0EE1,0.0
AA8845,30E65E,4.5
F7747B,3F0784,4.0
E85576,6B4E6E,3.5
F85BCF,0C7EFA,0.0
B9867E,13C19B,3.5
28E6E9,3847AD,0.0
2CD245,183949,0.0
B85388,2F152F,4.0
DCC1A9,942994,4.0
D3A9C9,2661E5,0.0
C3E7E2,C588BA,1.5
5D7333,62FD66,2.5
265DD2,045811,0.0
E14E61,31462C,0.0
FA6E15,94583A,0.0
6397E4,3604D9,0.0
6397E4,EBF1D9,0.0
D758E1,EFE260,0.0
C9A2AF,6A911B,2.5
CB33BB,9CB387,3.5
06FA94,A45E62,0.0
17F94C,8EE2DD,0.0
65EA1A,B760C1,0.0
2EED65,AC9F12,0.0
C5F1E1,DCF73D,4.0
6397E4,5ADE7D,4.5
EFC735,1F7521,0.0
74852D,1499B7,4.0
A99FD8,161AEE,4.0
3B7028,55E540,0.0
3B7028,0878B2,4.0
899D6A,03ABA4,0.0
C21EAD,0C6CC9,0.0
2529E9,14B1D1,0.0
D6B75B,6C7A31,0.0
02EC9D,4EFA13,5.0
1EFFB9,7C3336,3.5
6397E4,1E9240,0.0
D6B75B,96D014,0.0
EF049F,3695DB,0.0
64E920,5A011E,0.0
D6B75B,F3F3A7,0.0
C38E32,CB565D,0.0
146CB9,B9316C,0.0
F14BAA,2EAAFB,3.5
E5E7B7,008A9C,3.5
C70602,3ACB7C,0.0
FE8EC0,303D5B,4.5
85B42E,F873B2,0.0
D6B75B,E75697,0.0
06FA94,A95C71,0.0
16638F,483517,0.0
712913,0F7E0E,0.0
0FB82F,307769,2.5
03AB1F,368FAD,0.0
94CD64,23759F,5.0
F023F0,5B09EA,0.0
DCCD25,D35349,0.0
D758E1,AD1716,0.0
638814,7CD91C,4.5
1649EE,79C06F,0.0
55F1E0,16A81E,0.0
AF3070,C91468,0.0
A2F005,72C83A,3.5
74852D,6C866C,0.0
929D39,8462CD,5.0
2FB50F,5CFC55,0.0
DA886C,9CB32B,0.0
74852D,F03340,0.0
6D731F,FDC605,0.0
40228E,1FAF0C,0.0
94970E,8BEA14,4.0
6397E4,BA1003,3.0
10E2C7,CDFEFC,3.0
B06A5F,2D0F13,0.0
B96B8F,B3E79E,3.5
D3A9C9,5B5733,0.0
DD1276,6BD633,0.0
35C494,7F5432,3.5
91B406,AA151D,0.0
E271AF,2DC831,0.0
2EED65,D7617F,0.0
DC1A19,B100DF,0.0
06FA94,A07DD5,4.5
2CD245,AAD2CC,0.0
62F654,7F2A85,0.0
AF5318,3782BA,0.0
D70148,3AACB8,0.0
DEFE00,E0152A,0.0
0B7AB8,54BA15,4.5
4B3014,E95737,4.0
52072A,0D4536,4.0
2FB50F,7B9DB5,5.0
DC1A19,8E897B,0.0
C3324A,A38EB5,0.0
17F94C,B760C1,0.0
638814,A3BBF7,4.5
CE7580,4145C8,4.0
FAD8BF,4184E1,0.0
4833AD,C196BC,0.0
DA7A77,D15BDF,4.5
504F5B,98360C,0.5
D02763,7C0CE2,0.0
07CC81,3642B5,3.0
0D0A23,522040,4.0
2C346F,CFD843,0.0
4A9331,3A7601,0.0
ED8D29,EAA994,3.0
4A1EEE,5FC279,4.0
A77DCA,01A80E,0.0
711953,D46B5C,4.5
319086,BC1438,5.0
597A01,770367,0.0
91B406,18A1DB,0.0
0B7AB8,223C7A,3.0
5A15F4,2022BF,0.0
06D0EB,F79E8F,4.5
6397E4,1C6B7B,0.0
DB6235,78AF92,4.0
2CD245,C747F8,0.0
6397E4,609FB1,4.0
4288E0,306E5E,0.0
58E97E,18B3FF,0.0
6397E4,0D70C4,4.0
1F80AE,B6F6EF,2.0
3D69D6,0469CD,0.0
74852D,030575,0.0
2E0F22,F18B8C,0.0
EBFA7A,A86A4D,5.0
2754F4,26A64C,0.0
BF9BC4,8C66CA,0.0
FDDA5A,8D63A3,0.0
E43271,4580E1,0.0
39068B,E4804C,0.0
166CD6,8D62A7,0.0
6EABB7,5F3A4E,4.0
F5FDFE,7B32C2,4.0
1328A3,86E534,0.0
DCC1A9,5F634B,4.5
E3B4B0,CD7A23,0.0
A40D1C,A45187,4.0
1328A3,77AC01,0.0
236806,50E146,0.0
99C377,12DC51,0.0
083465,EB98A1,4.0
9E9CDA,F8358D,4.0
236806,501C9E,3.5
D758E1,B84D27,0.0
8EEB4E,1E6C12,3.5
ADD140,B8CAB8,0.0
826B9B,C3844E,4.0
8C248A,B065A2,4.0
3D5BAE,51F616,0.0
E1F8CE,23D896,4.5
74852D,23FD0E,0.0
A921DC,B07B15,0.0
38339B,24BEA7,3.5
8413B0,CEAA81,4.0
826B9B,92A589,0.0
56426E,023691,0.0
7A351E,386BFB,0.0
3EE4A2,4BB965,3.0
08B138,801BE5,3.5
A1B244,B2FF62,4.5
534EB2,0CFF2C,3.5
F5A5D2,B2FF62,0.0
74852D,C11BDE,0.0
EBC0E5,B979AE,0.0
7D2940,C95736,0.0
1A80DC,9657BA,2.5
518402,3604D9,0.0
6397E4,9FA7E1,4.5
160B33,86A1E8,4.0
40F50B,C160AF,3.0
91B406,0475EB,0.0
56A4D3,6210DD,3.5
439ADB,CA8250,0.0
DD1276,4E17F5,0.0
C3324A,474718,0.0
9B2EEA,2528C2,0.0
A397E9,C4B457,0.0
F806F0,84625F,4.5
652CAB,9F2824,0.0
FC70A1,6B8C43,0.0
EDD1FE,07C35C,0.0
A397E9,2F0F02,0.0
5FC9AE,908AEC,0.0
460D6D,AA2FC8,0.0
AD9BEA,A33AB0,4.0
3F849B,90D8EB,0.0
52B455,17AB75,3.0
0F41B1,FD74C9,0.0
D758E1,83FAE7,0.0
4A53D1,98946F,0.0
DDBB2B,F877DE,0.0
5F8372,7BB894,0.0
9FEADA,D928F4,5.0
74852D,B37869,4.0
712913,4E2DF2,0.0
CCA916,11A7E2,0.0
09B9A7,595575,0.0
03AB1F,DC6DB3,5.0
8AADC2,638415,0.0
C41E51,6B4D87,0.0
74852D,4C9496,4.0
A641CF,83FF82,4.0
2CD245,9F3590,0.0
30B2FF,A51410,3.5
398661,5646BE,0.0
49D1C3,7B7E1F,0.0
F887B9,B483E3,3.5
6397E4,268938,2.5
146CB9,80E66B,0.0
36EA4C,DE41A2,0.0
6397E4,08BCF5,5.0
1BAA9A,7A74F4,5.0
2CD245,CA8250,0.0
CBD246,233DB7,0.0
B54AD5,B52C1F,0.0
0B7AB8,738E53,4.0
91B406,EFED35,0.0
663D98,A60533,0.0
955E8D,489F8C,3.5
99059F,63435D,5.0
7D2940,356D5E,0.0
6397E4,8715D3,0.0
B9867E,39F626,0.0
D01547,6972F0,0.0
977C29,11C980,5.0
1328A3,6E3A96,0.0
ECA1B0,6635C2,0.0
A397E9,CFD843,4.0
5F8372,DF64EF,3.0
182298,7C6C95,5.0
6BB9C4,67A3E7,0.0
6E565E,C319FC,4.0
A6EA26,8EF1EB,1.5
05D29C,DA2282,0.0
6397E4,485FEA,4.0
946D86,45799A,0.0
F61EDB,83D71E,0.0
182298,3DC390,5.0
A397E9,75F001,0.0
773950,18880F,3.5
2CD245,598F10,0.0
712913,B06DB0,0.0
C0B20E,91B711,3.5
B43FF4,A8CAE6,4.0
5BAC23,161AEE,5.0
91B406,C6D513,4.5
64E920,FD0123,0.0
8689FB,F78A6C,4.5
57849A,7350C8,2.5
5DDBC1,47813D,0.0
EDA86A,1C8FCE,0.0
C8545F,4D799B,0.0
1C2F35,83ADD1,4.0
6397E4,1D5AA5,4.5
43DB83,D50034,0.0
439ADB,A4C753,0.0
927F2C,C7CC1E,2.5
143930,55DDA9,0.0
ECA1B0,E4804C,0.0
1AEC60,4C65C0,0.0
227146,197469,0.0
657B0C,4EA234,3.5
D758E1,72B469,0.0
DCC1A9,11AA0D,0.0
88385C,D46B72,0.0
C0DA8E,F9566C,4.0
015A44,686ECA,3.5
A8FA3B,B8192C,4.0
A336B7,85186C,1.5
6397E4,FFDE9A,4.0
5B7CF5,940ED8,0.0
D21908,DC1088,2.5
C62751,072722,4.0
06FA94,995680,0.0
32BC18,BB1517,3.5
5D7333,02A8C2,4.0
895206,C39BF6,0.0
9734B2,2AE833,2.5
4F5524,F1FEE4,0.0
56C460,EAEBB6,0.0
07CC81,90B650,5.0
6397E4,1A9EB4,4.0
B85388,AD8838,0.0
0FCB74,E705BA,0.0
B61D64,646094,0.0
A08FB2,7F6044,5.0
6397E4,77410D,4.0
B85388,1E0BDA,0.0
2CD245,F4D88E,0.0
FE8EC0,2EA2AA,0.0
B85388,1E6421,0.0
CF64D0,593969,0.0
2754F4,C45DB5,0.0
2859CF,67B59B,0.0
AB1C55,A36744,0.0
7A3454,018D9A,0.0
6397E4,C972D3,0.0
A566F1,39EE6F,0.0
3F38BC,9D7494,0.0
D6B75B,9C84D4,0.0
2FA154,4FBA36,0.0
E94D4F,217C0E,0.0
DD1276,897C77,0.0
712913,D7BE85,5.0
E14E61,3898B5,0.0
638814,746544,4.5
6397E4,F59098,4.0
74852D,4EF02B,2.5
39CFEA,3C7752,2.5
C0FAB9,D68F68,4.0
B815FF,2FB807,2.0
A477E2,FC885B,3.5
9223C2,47222F,0.0
91B406,CE1B88,0.0
8EBB7E,5AC119,0.0
D758E1,7611CD,0.0
EC8EAB,A135D4,2.5
98283D,D3F7A6,2.5
B99EE3,BE1D74,2.5
B9867E,A16FB9,0.0
CFB826,B7DD55,1.5
180686,6FC9A9,0.0
4A1C44,83F9A3,0.0
FB6DE3,3F4B9D,5.0
DD1276,9C91C7,0.0
6397E4,638415,0.0
B61D64,C9928B,0.0
D758E1,C4B7FA,0.0
3D5BAE,EB288F,4.5
2AD644,598C78,3.5
DE6C3A,5DF97C,5.0
340470,5707A0,5.0
7467A5,B3E341,2.5
2C565F,9F6932,2.5
C3324A,30225B,0.0
6397E4,AF3907,4.0
9C9D73,AA8AD5,4.0
2754F4,DAE687,0.0
